ID,past_0_29,past_30_59,past_60_89,past_90_119,past_120_149,past_150_plus,paid_off_month,no_loan_month,total_months,never_had_loan
5117430,1,,,,,,7,,8,0
5117431,6,,,,,,34,,40,0
5117432,,,,,,,,40,40,1
5117433,6,,,,,,34,,40,0
5117434,6,,,,,,24,,30,0
5117435,,,,,,,,22,22,1
5117436,,,,,,,,22,22,1
5117438,4,,,,,,,,4,0
5117439,5,,,,,,16,1,22,0
5117440,9,,,,,,,,9,0
5117441,13,,,,,,,,13,0
5117442,20,,,,,,4,,24,0
5117443,10,,,,,,,,10,0
5117444,20,,,,,,4,,24,0
5117445,10,,,,,,13,2,25,0
5117446,20,,,,,,4,,24,0
5117447,20,,,,,,3,,23,0
5117448,,,,,,,,26,26,1
5117449,,,,,,,,26,26,1
5117450,22,2,,,,,2,,26,0
5117451,,,,,,,,26,26,1
5117452,,,,,,,,26,26,1
5117453,,,,,,,,26,26,1
5117454,,,,,,,,9,9,1
5117456,2,1,,,,,,1,4,0
5117457,2,1,,,,,,1,4,0
5117458,2,1,,,,,,,3,0
5117459,23,,,,,,,10,33,0
5117460,6,,,,,,3,,9,0
5117461,24,,,,,,,11,35,0
5117462,8,,,,,,,,8,0
5117463,,,,,,,,22,22,1
5117464,,,,,,,,22,22,1
5117467,,,,,,,,22,22,1
5117469,,,,,,,,22,22,1
5117470,,,,,,,,22,22,1
5117471,,,,,,,,22,22,1
5117473,,,,,,,,22,22,1
5117475,,,,,,,,22,22,1
5117476,,,,,,,,22,22,1
5117477,,,,,,,,22,22,1
5117478,22,8,,,,,6,,36,0
5117479,22,8,,,,,8,,38,0
5117480,9,1,,,,,,,10,0
5117481,14,5,,,,,,,19,0
5117483,2,,,,,,,,2,0
5117484,3,,,,,,27,1,31,0
5117485,13,,,,,,,17,30,0
5117486,13,,,,,,,16,29,0
5117487,7,,,,,,6,,13,0
5117488,7,,,,,,6,,13,0
5117489,7,,,,,,5,,12,0
5117490,,,,,,,2,,2,0
5117491,1,1,,,,,,2,4,0
5117492,,,,,,,3,1,4,0
5117493,5,,,,,,,,5,0
5117494,1,,,,,,,4,5,0
5117495,2,,,,,,,2,4,0
5117496,2,,,,,,48,,50,0
5117497,10,,,,,,4,,14,0
5117498,,,,,,,3,,3,0
5117499,10,,,,,,4,,14,0
5117500,,,,,,,6,,6,0
5117501,6,1,1,,,,27,,35,0
5117502,,,,,,,4,1,5,0
5117503,,,,,,,,2,2,1
5117504,6,,,,,,,,6,0
5117505,4,,,,,,,,4,0
5117506,7,,,,,,14,,21,0
5117507,7,,,,,,15,,22,0
5117508,,,,,,,,48,48,1
5117510,,,,,,,,12,12,1
5117512,,,,,,,,36,36,1
5117513,,,,,,,,43,43,1
5117514,1,,,,,,,1,2,0
5117515,1,,,,,,,2,3,0
5117516,9,,,,,,2,1,12,0
5117518,5,,,,,,,16,21,0
5117519,5,,,,,,,32,37,0
5117522,5,,,,,,,32,37,0
5117523,5,,,,,,,31,36,0
5117524,5,,,,,,,21,26,0
5117526,5,,,,,,,32,37,0
5117527,5,,,,,,,28,33,0
5117528,5,,,,,,,26,31,0
5117529,4,,,,,,23,,27,0
5117530,14,,,,,,,21,35,0
5117531,4,2,,,,,35,1,42,0
5117532,2,,,,,,,,2,0
5117533,10,,,,,,,,10,0
5117534,12,,,,,,3,,15,0
5117535,12,,,,,,3,,15,0
5117536,12,,,,,,1,,13,0
5117537,3,,,,,,17,,20,0
5117538,3,,,,,,17,,20,0
5117539,3,,,,,,36,,39,0
5117540,3,,,,,,16,,19,0
5117542,3,,,,,,,,3,0
5117543,18,,,,,,,7,25,0
5117544,3,,,,,,22,,25,0
5117550,9,,,,,,6,,15,0
5117551,8,,,,,,14,3,25,0
5117552,9,,,,,,,6,15,0
5117553,13,,,,,,,2,15,0
5117557,40,,,,,,1,1,42,0
5117560,23,,,,,,,12,35,0
5117561,17,,,,,,,15,32,0
5117562,20,,,,,,,18,38,0
5117563,19,,,,,,,17,36,0
5117564,2,,,,,,,2,4,0
5117565,8,,,,,,,,8,0
5117566,8,,,,,,,,8,0
5117568,26,,,,,,,,26,0
5117569,26,,,,,,,,26,0
5117570,12,,,,,,15,,27,0
5117571,10,,,,,,40,,50,0
5117572,10,,,,,,30,,40,0
5117573,10,,,,,,24,,34,0
5117574,12,,,,,,15,,27,0
5117576,4,7,,,,,50,,61,0
5117577,24,,,,,,,1,25,0
5117578,4,7,,,,,22,,33,0
5117579,4,7,,,,,30,,41,0
5117580,19,,,,,,,1,20,0
5117581,9,,,,,,20,3,32,0
5117582,19,,,,,,,,19,0
5117583,18,,,,,,,,18,0
5117584,17,,,,,,,,17,0
5117585,9,,,,,,,,9,0
5117586,9,,,,,,,,9,0
5117588,5,,,,,,1,2,8,0
5117589,4,,,,,,,2,6,0
5117591,10,,,,,,50,,60,0
5117592,10,,,,,,33,,43,0
5117593,10,,,,,,34,,44,0
5117594,10,,,,,,50,,60,0
5117596,10,,,,,,39,,49,0
5117598,10,,,,,,17,,27,0
5117599,2,,,,,,,,2,0
5117600,,,,,,,,19,19,1
5117601,4,,,,,,14,1,19,0
5117602,4,,,,,,16,2,22,0
5117603,4,,,,,,14,,18,0
5117604,4,,,,,,16,2,22,0
5117605,4,,,,,,9,2,15,0
5117608,,,,,,,,2,2,1
5117609,4,,,,,,7,2,13,0
5117611,18,,,,,,39,,57,0
5117612,,,,,,,,18,18,1
5117613,4,,,,,,14,,18,0
5117614,16,,,,,,,7,23,0
5117615,11,,,,,,,4,15,0
5117616,21,,,,,,,11,32,0
5117617,21,,,,,,,11,32,0
5117618,16,,,,,,,6,22,0
5117619,21,,,,,,,10,31,0
5117620,16,,,,,,,,16,0
5117621,12,,,,,,,5,17,0
5117622,6,,,,,,5,4,15,0
5117623,6,,,,,,15,4,25,0
5117624,18,,,,,,,13,31,0
5117625,6,,,,,,19,,25,0
5117626,5,,,,,,48,1,54,0
5117627,6,,,,,,45,,51,0
5117628,6,,,,,,16,,22,0
5117629,6,,,,,,19,,25,0
5117631,,,,,,,10,41,51,0
5117632,,,,,,,,37,37,1
5117634,,,,,,,,1,1,1
5117635,,,,,,,,13,13,1
5117636,,,,,,,,35,35,1
5117637,,,,,,,,5,5,1
5117638,,,,,,,,5,5,1
5117639,,,,,,,,20,20,1
5117640,44,,,,,,,4,48,0
5117641,10,,,,,,,2,12,0
5117642,20,,,,,,9,,29,0
5117643,14,,,,,,,,14,0
5117645,,,,,,,,30,30,1
5117646,20,,,,,,9,,29,0
5117647,16,,,,,,2,,18,0
5117649,5,2,1,,,,17,1,26,0
5117650,1,,,,,,,,1,0
5117651,11,,,,,,,,11,0
5117652,20,,,,,,9,,29,0
5117653,,,,,,,,2,2,1
5117654,4,,,,,,,1,5,0
5117655,4,,,,,,,,4,0
5117657,7,,,,,,15,,22,0
5117659,7,,,,,,14,,21,0
5117660,18,,,,,,32,1,51,0
5117664,3,,,,,,47,2,52,0
5117666,7,,,,,,,1,8,0
5117667,5,,,,,,12,,17,0
5117668,9,,,,,,7,2,18,0
5117669,5,,,,,,9,,14,0
5117670,10,,,,,,,6,16,0
5117672,12,,,,,,19,,31,0
5117673,14,,,,,,10,,24,0
5117675,3,,,,,,8,,11,0
5117676,,,,,,,6,23,29,0
5117677,3,,,,,,27,,30,0
5117679,3,,,,,,3,,6,0
5117680,21,,,,,,,30,51,0
5117681,14,,,,,,13,2,29,0
5117682,14,,,,,,13,2,29,0
5117683,11,,,,,,,2,13,0
5117684,6,,,,,,,1,7,0
5117685,1,,,,,,,1,2,0
5117686,13,,,,,,,8,21,0
5117688,4,,,,,,15,8,27,0
5117689,13,,,,,,3,,16,0
5117690,3,,,,,,22,1,26,0
5117691,12,,,,,,26,,38,0
5117692,4,,,,,,9,3,16,0
5117693,29,,,,,,,1,30,0
5117694,11,,,,,,,18,29,0
5117695,11,,,,,,,19,30,0
5117696,11,,,,,,,19,30,0
5117697,11,,,,,,,19,30,0
5117698,8,,,,,,31,1,40,0
5117699,8,,,,,,20,1,29,0
5117700,8,,,,,,15,1,24,0
5117702,8,,,,,,38,1,47,0
5117704,8,,,,,,,,8,0
5117707,8,,,,,,,1,9,0
5117708,8,,,,,,10,1,19,0
5117709,7,,,,,,,1,8,0
5117710,2,,,,,,,,2,0
5117711,10,,,,,,17,,27,0
5117712,10,,,,,,40,,50,0
5117713,10,,,,,,11,,21,0
5117714,10,,,,,,3,,13,0
5117716,8,2,,,,,,1,11,0
5117718,8,2,,,,,,,10,0
5117719,8,2,,,,,,1,11,0
5117723,15,7,1,1,,,,17,41,0
5117724,40,1,,,,,,1,42,0
5117725,40,1,,,,,,1,42,0
5117726,39,1,,,,,,,40,0
5117727,1,2,,,,,21,,24,0
5117728,21,,,,,,,,21,0
5117729,12,1,,,,,3,1,17,0
5117730,9,,,,,,,1,10,0
5117731,9,,,,,,,1,10,0
5117732,9,,,,,,,1,10,0
5117736,4,,,,,,29,,33,0
5117737,4,,,,,,34,,38,0
5117738,20,,,,,,,3,23,0
5117739,4,,,,,,34,,38,0
5117740,4,,,,,,19,,23,0
5117742,4,,,,,,31,,35,0
5117743,4,,,,,,34,,38,0
5117744,4,,,,,,39,,43,0
5117745,4,,,,,,12,,16,0
5117746,4,,,,,,39,,43,0
5117747,4,,,,,,11,,15,0
5117751,4,,,,,,39,,43,0
5117752,4,,,,,,39,,43,0
5117753,4,,,,,,38,,42,0
5117754,4,,,,,,25,,29,0
5117755,4,,,,,,11,,15,0
5117756,4,,,,,,3,,7,0
5117758,4,,,,,,18,,22,0
5117759,4,,,,,,18,,22,0
5117760,19,,,,,,2,,21,0
5117761,4,,,,,,,,4,0
5117762,3,,,,,,,,3,0
5117763,6,,,,,,15,,21,0
5117764,6,,,,,,15,,21,0
5117765,6,,,,,,15,,21,0
5117767,24,,,,,,28,,52,0
5117768,24,,,,,,29,,53,0
5117769,24,,,,,,5,,29,0
5117770,6,,,,,,,1,7,0
5117771,6,,,,,,,1,7,0
5117772,7,,,,,,8,2,17,0
5117773,12,1,,,,,7,,20,0
5117775,,,,,,,7,,7,0
5117776,6,,,,,,,,6,0
5117777,6,,,,,,,,6,0
5117778,7,,,,,,5,,12,0
5117779,5,,,,,,,1,6,0
5117780,13,,,,,,17,,30,0
5117781,,,,,,,,31,31,1
5117782,5,,,,,,,,5,0
5117783,,,,,,,,40,40,1
5117785,,,,,,,,27,27,1
5117787,18,2,1,1,2,,7,14,45,0
5117788,18,2,1,1,2,,13,14,51,0
5117790,15,,,,,,,14,29,0
5117791,18,2,1,1,2,,13,14,51,0
5117793,18,2,1,1,2,,21,14,59,0
5117794,18,2,1,1,2,,3,14,41,0
5117795,6,,,,,,15,,21,0
5117796,,,,,,,,12,12,1
5117797,,,,,,,,1,1,1
5117799,7,,,,,,26,24,57,0
5117800,7,,,,,,26,24,57,0
5117801,31,,,,,,23,4,58,0
5117803,7,,,,,,,9,16,0
5117804,12,,,,,,7,,19,0
5117805,3,,,,,,4,,7,0
5117806,,,,,,,,56,56,1
5117809,1,,,,,,,2,3,0
5117810,1,,,,,,,3,4,0
5117811,1,,,,,,,3,4,0
5117812,1,,,,,,,3,4,0
5117813,12,,,,,,4,,16,0
5117814,6,,,,,,13,,19,0
5117815,6,,,,,,,11,17,0
5117816,6,,,,,,,10,16,0
5117817,8,,,,,,,1,9,0
5117818,8,,,,,,,1,9,0
5117819,,,,,,,,4,4,1
5117820,8,,,,,,,1,9,0
5117822,8,,,,,,,1,9,0
5117823,,,,,,,,9,9,1
5117824,8,,,,,,,1,9,0
5117825,,,,,,,,49,49,1
5117826,5,,,,,,38,,43,0
5117827,,,,,,,,4,4,1
5117828,8,,,,,,8,,16,0
5117829,6,,,,,,,,6,0
5117832,6,,,,,,3,,9,0
5117834,6,,,,,,3,,9,0
5117835,6,,,,,,3,,9,0
5117836,6,,,,,,3,,9,0
5117837,6,,,,,,2,,8,0
5117842,7,,,,,,35,,42,0
5117843,7,,,,,,37,,44,0
5117844,7,,,,,,26,,33,0
5117845,7,,,,,,37,,44,0
5117846,3,,,,,,,4,7,0
5117847,3,,,,,,,3,6,0
5117848,,,,,,,,4,4,1
5117849,7,,,,,,,11,18,0
5117850,10,,,,,,,12,22,0
5117851,10,,,,,,17,1,28,0
5117852,4,,,,,,,3,7,0
5117853,4,,,,,,,2,6,0
5117854,4,,,,,,,3,7,0
5117855,4,,,,,,,3,7,0
5117859,2,,,,,,27,1,30,0
5117862,2,,,,,,13,1,16,0
5117864,21,6,,,,,8,,35,0
5117865,21,6,,,,,7,,34,0
5117866,21,6,,,,,2,,29,0
5117868,21,6,,,,,7,,34,0
5117869,27,1,,,,,,1,29,0
5117871,,,,,,,,14,14,1
5117873,16,,,,,,,3,19,0
5117874,22,2,,,,,,,24,0
5117876,5,,,,,,,,5,0
5117877,36,,,,,,1,,37,0
5117879,,,,,,,,8,8,1
5117880,1,,,,,,,15,16,0
5117881,,,,,,,,30,30,1
5117882,34,,,,,,10,1,45,0
5117883,,,,,,,29,32,61,0
5117885,,,,,,,,3,3,1
5117886,5,,,,,,,1,6,0
5117887,5,,,,,,,1,6,0
5117888,5,,,,,,,,5,0
5117889,5,,,,,,,,5,0
5117892,9,,,,,,,,9,0
5117895,18,,,,,,18,,36,0
5117899,4,,,,,,30,,34,0
5117900,4,,,,,,4,,8,0
5117901,4,,,,,,28,,32,0
5117902,4,,,,,,21,,25,0
5117903,3,,,,,,,,3,0
5117904,11,1,,,,,,,12,0
5117905,16,1,,,,,20,,37,0
5117906,16,1,,,,,5,,22,0
5117907,7,,,,,,,,7,0
5117908,16,1,,,,,31,,48,0
5117909,14,,,,,,,,14,0
5117910,16,1,,,,,28,,45,0
5117911,3,,,,,,,4,7,0
5117912,16,1,,,,,6,,23,0
5117913,,,,,,,,17,17,1
5117914,13,1,,,,,,,14,0
5117915,9,,,,,,,8,17,0
5117916,1,,,,,,,2,3,0
5117917,1,,,,,,,2,3,0
5117918,1,,,,,,,2,3,0
5117919,9,,,,,,,8,17,0
5117922,9,,,,,,,,9,0
5117923,12,,,,,,,,12,0
5117924,10,,,,,,14,,24,0
5117925,8,,,,,,,,8,0
5117926,5,,,,,,,3,8,0
5117927,4,,,,,,,,4,0
5117928,3,,,,,,,,3,0
5117929,19,,,,,,,16,35,0
5117930,18,,,,,,,12,30,0
5117931,2,,,,,,,6,8,0
5117933,19,,,,,,19,17,55,0
5117934,15,,,,,,,6,21,0
5117936,,,,,,,,4,4,1
5117937,24,,,,,,,,24,0
5117940,5,,,,,,,2,7,0
5117941,7,,,,,,,,7,0
5117943,2,,,,,,,5,7,0
5117944,2,,,,,,,5,7,0
5117945,9,3,,,,,5,,17,0
5117946,23,1,,,,,,1,25,0
5117947,8,1,,,,,,,9,0
5117948,3,1,,,,,3,,7,0
5117949,3,1,,,,,2,,6,0
5117950,11,,,,,,,13,24,0
5117951,26,,,,,,,24,50,0
5117953,1,,,,,,41,,42,0
5117954,12,,,,,,34,,46,0
5117955,1,,,,,,45,,46,0
5117957,1,,,,,,45,,46,0
5117959,36,,,,,,3,,39,0
5117960,6,,,,,,17,,23,0
5117961,5,1,1,,,,42,,49,0
5117962,5,1,1,,,,35,,42,0
5117963,10,4,,,,,7,,21,0
5117964,12,,,,,,47,,59,0
5117965,6,,,,,,6,3,15,0
5117966,7,,,,,,14,5,26,0
5117967,6,,,,,,17,3,26,0
5117968,6,,,,,,51,3,60,0
5117970,1,,,,,,23,23,47,0
5117971,,,,,,,44,2,46,0
5117973,24,1,1,,,,22,,48,0
5117974,5,,,,,,,1,6,0
5117975,10,,,,,,17,,27,0
5117976,5,,,,,,,1,6,0
5117977,5,,,,,,,1,6,0
5117978,7,,,,,,29,,36,0
5117979,2,,,,,,29,5,36,0
5117980,19,,,,,,,1,20,0
5117982,1,,,,,,19,23,43,0
5117984,,,,,,,19,2,21,0
5117985,7,1,,,,,,9,17,0
5117986,1,,,,,,,3,4,0
5117987,1,,,,,,,3,4,0
5117988,1,,,,,,,2,3,0
5117989,1,,,,,,,3,4,0
5117990,1,,,,,,,1,2,0
5117991,1,,,,,,1,1,3,0
5117994,,,,,,,27,13,40,0
5117995,20,,,,,,,18,38,0
5117996,2,2,,,,,46,1,51,0
5117997,2,2,,,,,32,1,37,0
5118000,2,2,,,,,35,1,40,0
5118001,10,,,,,,31,,41,0
5118002,1,,,,,,39,,40,0
5118003,1,,,,,,37,,38,0
5118004,9,,,,,,,10,19,0
5118005,,,,,,,,18,18,1
5118006,3,,,,,,,,3,0
5118008,12,,,,,,10,,22,0
5118009,1,,,,,,,1,2,0
5118011,12,,,,,,10,,22,0
5118012,3,,,,,,,2,5,0
5118013,3,,,,,,,1,4,0
5118016,48,,,,,,,1,49,0
5118017,59,,,,,,,1,60,0
5118018,7,,,,,,,1,8,0
5118019,35,,,,,,5,1,41,0
5118020,8,,,,,,,1,9,0
5118021,1,,,,,,,1,2,0
5118022,35,,,,,,9,1,45,0
5118023,8,,,,,,,1,9,0
5118024,9,2,,,,,31,,42,0
5118025,3,,,,,,10,,13,0
5118026,28,,,,,,,,28,0
5118027,25,,,,,,,,25,0
5118028,13,,,,,,10,,23,0
5118029,22,,,,,,,,22,0
5118030,13,,,,,,,,13,0
5118031,4,,,,,,3,,7,0
5118032,3,,,,,,,,3,0
5118033,2,,,,,,22,,24,0
5118034,,,,,,,,3,3,1
5118035,2,,,,,,24,,26,0
5118036,2,,,,,,24,,26,0
5118037,,,,,,,,5,5,1
5118038,2,,,,,,7,,9,0
5118039,9,,,,,,,3,12,0
5118040,9,,,,,,,3,12,0
5118041,9,,,,,,,3,12,0
5118042,9,,,,,,,2,11,0
5118043,9,,,,,,6,1,16,0
5118044,4,5,2,,,,38,1,50,0
5118046,8,,1,1,1,,2,,13,0
5118047,5,,,,,,16,1,22,0
5118048,7,,,,,,30,2,39,0
5118049,5,,,,,,17,1,23,0
5118050,2,,,,,,,1,3,0
5118051,1,,,,,,,2,3,0
5118052,,,,,,,,9,9,1
5118053,,,,,,,,6,6,1
5118054,,,,,,,,9,9,1
5118055,,,,,,,,2,2,1
5118056,34,,,,,,7,2,43,0
5118057,10,,,,,,,2,12,0
5118058,3,,,,,,23,1,27,0
5118059,25,,,,,,,2,27,0
5118061,3,,,,,,,8,11,0
5118062,3,,,,,,13,9,25,0
5118063,3,,,,,,14,9,26,0
5118064,1,,,,,,,3,4,0
5118066,,,,,,,,3,3,1
5118067,8,,,,,,29,,37,0
5118068,1,,,,,,25,11,37,0
5118069,,,,,,,,35,35,1
5118072,,,,,,,,37,37,1
5118073,5,1,,,,,42,,48,0
5118076,2,,,,,,,1,3,0
5118077,2,,,,,,,1,3,0
5118078,2,,,,,,,1,3,0
5118079,2,,,,,,,1,3,0
5118080,6,,,,,,20,,26,0
5118081,15,,,,,,11,,26,0
5118082,6,,,,,,8,,14,0
5118083,6,,,,,,8,,14,0
5118084,6,,,,,,20,,26,0
5118085,6,,,,,,20,,26,0
5118086,6,,,,,,15,,21,0
5118088,,,,,,,31,17,48,0
5118089,,,,,,,,11,11,1
5118090,,,,,,,17,17,34,0
5118091,,,,,,,31,17,48,0
5118092,,,,,,,31,17,48,0
5118093,,,,,,,5,17,22,0
5118095,26,,,,,,34,,60,0
5118097,25,,,,,,,,25,0
5118098,,,,,,,2,17,19,0
5118099,4,,,,,,,10,14,0
5118100,1,1,,,,,11,,13,0
5118101,7,,,,,,,,7,0
5118102,1,1,,,,,5,,7,0
5118103,5,,,,,,12,,17,0
5118104,,,,,,,,10,10,1
5118105,3,,,,,,,4,7,0
5118106,9,,,,,,,,9,0
5118107,11,,,,,,7,,18,0
5118108,4,,,,,,,,4,0
5118109,4,,,,,,5,,9,0
5118110,6,,,,,,,7,13,0
5118111,7,1,,,,,,6,14,0
5118112,5,3,,,,,5,,13,0
5118113,6,,,,,,,1,7,0
5118114,,,,,,,,13,13,1
5118115,1,,,,,,7,,8,0
5118118,6,,,,,,9,,15,0
5118119,1,,,,,,16,,17,0
5118120,1,,,,,,13,,14,0
5118121,1,,,,,,13,,14,0
5118123,1,,,,,,20,,21,0
5118124,,,,,,,,52,52,1
5118125,9,,,,,,15,1,25,0
5118126,,,,,,,,52,52,1
5118127,,,,,,,,40,40,1
5118128,5,,,,,,8,,13,0
5118129,5,,,,,,8,,13,0
5118131,6,,,,,,26,,32,0
5118133,5,,,,,,8,,13,0
5118134,5,,,,,,8,,13,0
5118135,,,,,,,,5,5,1
5118138,5,,,,,,8,,13,0
5118139,5,,,,,,5,,10,0
5118140,5,,,,,,8,,13,0
5118145,7,,,,,,,16,23,0
5118146,7,,,,,,2,38,47,0
5118147,4,,,,,,,4,8,0
5118148,4,,,,,,,4,8,0
5118149,12,1,,,,,8,,21,0
5118150,6,1,,,,,,,7,0
5118151,12,1,,,,,8,,21,0
5118152,24,,,,,,22,,46,0
5118153,,,,,,,34,6,40,0
5118154,6,,,,,,,2,8,0
5118155,24,,,,,,2,,26,0
5118156,6,,,,,,19,,25,0
5118157,22,,,,,,,,22,0
5118158,24,,,,,,21,,45,0
5118159,4,,,,,,,1,5,0
5118160,24,,,,,,1,,25,0
5118161,4,,,,,,19,,23,0
5118162,6,,,,,,14,,20,0
5118163,,,,,,,,7,7,1
5118164,,,,,,,,29,29,1
5118166,3,6,,,,,40,,49,0
5118167,16,1,1,,,,18,13,49,0
5118171,9,1,,,,,15,,25,0
5118172,6,,,,,,,5,11,0
5118173,5,,,,,,1,1,7,0
5118174,5,,,,,,38,1,44,0
5118175,11,,,,,,3,,14,0
5118176,7,,,,,,,8,15,0
5118177,5,,,,,,,5,10,0
5118178,3,,,,,,,3,6,0
5118179,15,,,,,,,1,16,0
5118180,11,,,,,,,,11,0
5118181,5,,,,,,,,5,0
5118182,3,3,,,,,,20,26,0
5118183,15,1,,,,,2,,18,0
5118184,10,,,,,,4,,14,0
5118185,,,,,,,,14,14,1
5118186,,,,,,,,14,14,1
5118187,,,,,,,,14,14,1
5118188,1,,,,,,,45,46,0
5118189,1,,,,,,,19,20,0
5118190,1,,,,,,,45,46,0
5118191,1,,,,,,,44,45,0
5118192,,,,,,,13,48,61,0
5118193,29,,,,,,,1,30,0
5118194,,,,,,,,20,20,1
5118195,,,,,,,4,48,52,0
5118196,,,,,,,,29,29,1
5118197,,,,,,,,6,6,1
5118198,,,,,,,,8,8,1
5118199,12,,,,,,12,,24,0
5118200,10,,,,,,,,10,0
5118201,12,,,,,,25,,37,0
5118202,6,,,,,,25,,31,0
5118203,12,,,,,,22,,34,0
5118204,12,,,,,,21,,33,0
5118205,2,10,,,,,8,,20,0
5118206,12,,,,,,3,,15,0
5118207,5,,,,,,,,5,0
5118208,1,,,,,,,,1,0
5118210,12,,,,,,30,,42,0
5118211,12,,,,,,16,,28,0
5118212,12,,,,,,32,,44,0
5118213,12,,,,,,27,,39,0
5118214,7,,,,,,,2,9,0
5118215,10,,,,,,,1,11,0
5118216,,,,,,,,36,36,1
5118217,,,,,,,,7,7,1
5118218,,,,,,,,7,7,1
5118219,21,,,,,,,2,23,0
5118220,21,,,,,,,2,23,0
5118221,19,,,,,,,9,28,0
5118222,21,,,,,,,2,23,0
5118223,,,,,,,16,5,21,0
5118225,10,,,,,,,,10,0
5118226,,,,,,,16,5,21,0
5118227,,,,,,,12,5,17,0
5118230,5,,,,,,,9,14,0
5118231,5,,,,,,,9,14,0
5118232,3,,,,,,,,3,0
5118233,12,,,,,,20,,32,0
5118234,24,,,,,,,8,32,0
5118235,12,,,,,,17,,29,0
5118238,3,,,,,,,4,7,0
5118239,12,,,,,,20,,32,0
5118241,4,,,,,,,,4,0
5118242,,,,,,,,43,43,1
5118243,5,,,,,,39,,44,0
5118246,,,,,,,,43,43,1
5118247,5,,,,,,12,,17,0
5118248,,,,,,,,7,7,1
5118249,12,,,,,,23,,35,0
5118252,10,,,,,,,10,20,0
5118253,14,,,,,,,23,37,0
5118254,14,,,,,,,12,26,0
5118255,14,,,,,,,12,26,0
5118256,4,,,,,,,10,14,0
5118257,11,,,,,,,1,12,0
5118258,37,,,,,,7,2,46,0
5118259,6,,,,,,,7,13,0
5118260,37,,,,,,7,2,46,0
5118261,38,,,,,,7,1,46,0
5118262,16,,,,,,,2,18,0
5118264,25,,,,,,11,5,41,0
5118267,4,,,,,,37,,41,0
5118268,19,,,,,,,5,24,0
5118269,5,,,,,,,5,10,0
5118270,7,,,,,,,,7,0
5118271,18,,,,,,,,18,0
5118273,2,,,,,,,1,3,0
5118275,3,2,1,1,1,3,46,,57,0
5118276,14,,,,,,11,,25,0
5118278,3,2,1,1,1,3,14,,25,0
5118279,3,2,1,1,1,3,29,,40,0
5118280,3,2,1,1,1,3,38,,49,0
5118282,12,,,,,,,13,25,0
5118283,3,2,1,1,1,3,29,,40,0
5118284,2,,,,,,23,1,26,0
5118285,3,,,,,,31,1,35,0
5118286,6,,,,,,15,,21,0
5118287,6,,,,,,49,,55,0
5118288,6,,,,,,24,,30,0
5118289,6,,,,,,9,,15,0
5118291,5,1,,,,,33,,39,0
5118292,18,,,,,,15,,33,0
5118293,8,2,,,,,16,,26,0
5118294,5,1,,,,,34,,40,0
5118295,23,,,,,,1,1,25,0
5118296,5,1,,,,,20,,26,0
5118297,8,2,,,,,16,,26,0
5118298,17,,,,,,15,1,33,0
5118299,5,1,,,,,42,,48,0
5118300,7,,,,,,,2,9,0
5118301,5,1,,,,,27,,33,0
5118302,4,1,,,,,26,1,32,0
5118303,5,1,,,,,2,,8,0
5118304,,,,,,,,1,1,1
5118305,8,,,,,,33,,41,0
5118306,8,,,,,,26,,34,0
5118307,,7,,,,,8,1,16,0
5118308,2,2,,,,,,,4,0
5118309,2,3,,,,,,,5,0
5118310,3,,,,,,,1,4,0
5118311,2,,,,,,,1,3,0
5118312,22,2,,,,,,,24,0
5118313,22,2,,,,,,,24,0
5118315,5,,,,,,8,34,47,0
5118316,11,,,,,,,1,12,0
5118319,10,,,,,,,1,11,0
5118320,9,3,,,,,27,,39,0
5118321,3,,,,,,,,3,0
5118324,9,,,,,,30,,39,0
5118325,,,,,,,,38,38,1
5118326,,,,,,,,38,38,1
5118327,,,,,,,,29,29,1
5118328,,,,,,,,18,18,1
5118329,5,,,,,,20,,25,0
5118330,7,5,,,,,11,,23,0
5118331,7,5,,,,,11,,23,0
5118332,3,,,,,,,,3,0
5118333,,,,,,,,42,42,1
5118334,,,,,,,,33,33,1
5118336,,,,,,,,58,58,1
5118337,,,,,,,,13,13,1
5118338,,,,,,,,18,18,1
5118339,,,,,,,,39,39,1
5118342,,,,,,,,3,3,1
5118343,,,,,,,,4,4,1
5118344,,,,,,,,2,2,1
5118345,,,,,,,,1,1,1
5118346,,,,,,,,2,2,1
5118347,8,4,,,,,1,,13,0
5118348,,,,,,,,5,5,1
5118349,13,,,,,,,1,14,0
5118351,,,,,,,,7,7,1
5118352,,,,,,,,27,27,1
5118353,,,,,,,,27,27,1
5118354,5,,,,,,45,,50,0
5118355,9,,,,,,23,1,33,0
5118356,5,,,,,,30,,35,0
5118357,5,,,,,,27,,32,0
5118358,9,,,,,,14,1,24,0
5118359,5,,,,,,22,,27,0
5118360,,,,,,,20,6,26,0
5118361,5,,,,,,20,,25,0
5118362,5,,,,,,35,,40,0
5118363,7,,,,,,9,1,17,0
5118364,5,,,,,,11,,16,0
5118365,6,,,,,,31,,37,0
5118366,7,,,,,,13,,20,0
5118367,6,,,,,,18,,24,0
5118368,6,,,,,,14,,20,0
5118369,6,,,,,,14,,20,0
5118370,7,,,,,,5,,12,0
5118371,6,,,,,,7,,13,0
5118372,8,1,,,,,30,1,40,0
5118373,6,1,,,,,31,,38,0
5118374,8,1,,,,,38,1,48,0
5118376,8,1,,,,,38,1,48,0
5118377,6,1,,,,,33,,40,0
5118378,5,1,,,,,,1,7,0
